#,Date-Time (CEST),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
96,05/08/2025 15:50:00,12.41,37.52,-1.68,,,
97,05/08/2025 16:00:00,12.40,38.74,-1.25,,,
98,05/08/2025 16:10:00,12.72,39.19,-0.81,,,
99,05/08/2025 16:20:00,12.12,38.85,-1.46,,,
100,05/08/2025 16:30:00,12.27,39.12,-1.23,,,
101,05/08/2025 16:40:00,12.23,38.77,-1.39,,,
102,05/08/2025 16:50:00,12.00,38.90,-1.55,,,
103,05/08/2025 17:00:00,11.82,39.80,-1.40,,,
104,05/08/2025 17:10:00,12.01,40.39,-1.03,,,
105,05/08/2025 17:20:00,11.88,39.29,-1.52,,,
106,05/08/2025 17:30:00,11.78,40.50,-1.19,,,
107,05/08/2025 17:40:00,11.57,40.46,-1.40,,,
108,05/08/2025 17:50:00,11.48,40.79,-1.37,,,
109,05/08/2025 18:00:00,11.56,40.26,-1.48,,,
110,05/08/2025 18:10:00,11.62,40.52,-1.33,,,
111,05/08/2025 18:20:00,11.52,40.20,-1.54,,,
112,05/08/2025 18:30:00,11.36,38.49,-2.27,,,
113,05/08/2025 18:40:00,11.15,39.38,-2.15,,,
114,05/08/2025 18:50:00,11.08,41.63,-1.46,,,
115,05/08/2025 19:00:00,10.97,41.27,-1.67,,,
116,05/08/2025 19:10:00,10.87,41.11,-1.81,,,
117,05/08/2025 19:20:00,10.69,42.31,-1.59,,,
118,05/08/2025 19:30:00,10.59,41.39,-1.97,,,
119,05/08/2025 19:40:00,10.43,43.38,-1.48,,,
120,05/08/2025 19:50:00,10.23,43.32,-1.69,,,
121,05/08/2025 20:00:00,10.04,44.96,-1.35,,,
122,05/08/2025 20:10:00,9.84,45.34,-1.42,,,
123,05/08/2025 20:20:00,9.52,45.98,-1.52,,,
124,05/08/2025 20:30:00,9.21,49.28,-0.86,,,
125,05/08/2025 20:40:00,8.81,52.11,-0.46,,,
126,05/08/2025 20:50:00,8.38,52.82,-0.68,,,
127,05/08/2025 21:00:00,7.85,54.78,-0.68,,,
128,05/08/2025 21:10:00,7.39,55.65,-0.89,,,
129,05/08/2025 21:20:00,6.93,56.60,-1.09,,,
130,05/08/2025 21:30:00,6.52,59.00,-0.91,,,
131,05/08/2025 21:40:00,6.16,59.00,-1.24,,,
132,05/08/2025 21:50:00,5.84,59.20,-1.50,,,
133,05/08/2025 22:00:00,5.57,61.26,-1.29,,,
134,05/08/2025 22:10:00,5.37,63.15,-1.07,,,
135,05/08/2025 22:20:00,5.27,63.78,-1.02,,,
136,05/08/2025 22:30:00,5.11,62.13,-1.53,,,
137,05/08/2025 22:40:00,5.00,64.44,-1.15,,,
138,05/08/2025 22:50:00,4.88,64.11,-1.33,,,
139,05/08/2025 23:00:00,4.76,64.67,-1.32,,,
140,05/08/2025 23:10:00,4.73,65.96,-1.08,,,
141,05/08/2025 23:20:00,4.61,65.18,-1.36,,,
142,05/08/2025 23:30:00,4.68,66.42,-1.03,,,
143,05/08/2025 23:40:00,4.79,65.09,-1.20,,,
144,05/08/2025 23:50:00,4.80,63.28,-1.58,,,
145,05/09/2025 00:00:00,4.75,64.09,-1.46,,,
146,05/09/2025 00:10:00,4.59,63.86,-1.66,,,
147,05/09/2025 00:20:00,4.42,63.49,-1.90,,,
148,05/09/2025 00:30:00,4.31,63.34,-2.03,,,
149,05/09/2025 00:40:00,4.21,65.95,-1.58,,,
150,05/09/2025 00:50:00,4.01,67.47,-1.46,,,
151,05/09/2025 01:00:00,3.75,68.90,-1.43,,,
152,05/09/2025 01:10:00,3.48,71.05,-1.26,,,
153,05/09/2025 01:20:00,3.27,70.57,-1.56,,,
154,05/09/2025 01:30:00,3.08,71.64,-1.54,,,
155,05/09/2025 01:40:00,2.95,71.05,-1.78,,,
156,05/09/2025 01:50:00,2.91,72.06,-1.62,,,
157,05/09/2025 02:00:00,2.87,72.13,-1.65,,,
158,05/09/2025 02:10:00,2.91,70.12,-1.99,,,
159,05/09/2025 02:20:00,3.05,70.30,-1.82,,,
160,05/09/2025 02:30:00,2.95,72.66,-1.48,,,
161,05/09/2025 02:40:00,2.81,71.91,-1.75,,,
162,05/09/2025 02:50:00,2.75,74.16,-1.38,,,
163,05/09/2025 03:00:00,2.69,73.05,-1.65,,,
164,05/09/2025 03:10:00,2.59,74.10,-1.55,,,
165,05/09/2025 03:20:00,2.53,74.89,-1.47,,,
166,05/09/2025 03:30:00,2.40,75.02,-1.57,,,
167,05/09/2025 03:40:00,2.34,75.78,-1.50,,,
168,05/09/2025 03:50:00,2.21,76.53,-1.49,,,
169,05/09/2025 04:00:00,2.03,76.56,-1.65,,,
170,05/09/2025 04:10:00,1.93,77.59,-1.57,,,
171,05/09/2025 04:20:00,2.08,78.24,-1.31,,,
172,05/09/2025 04:30:00,2.22,76.51,-1.48,,,
173,05/09/2025 04:40:00,2.42,78.28,-0.97,,,
174,05/09/2025 04:50:00,2.57,76.39,-1.16,,,
175,05/09/2025 05:00:00,2.80,77.68,-0.71,,,
176,05/09/2025 05:10:00,3.00,73.98,-1.18,,,
177,05/09/2025 05:20:00,3.17,73.26,-1.15,,,
178,05/09/2025 05:30:00,3.20,75.96,-0.62,,,
179,05/09/2025 05:40:00,3.24,76.37,-0.52,,,
180,05/09/2025 05:50:00,3.21,76.44,-0.52,,,
181,05/09/2025 06:00:00,3.27,74.35,-0.85,,,
182,05/09/2025 06:10:00,3.31,74.94,-0.70,,,
183,05/09/2025 06:20:00,3.33,75.64,-0.55,,,
184,05/09/2025 06:30:00,3.52,75.77,-0.35,,,
185,05/09/2025 06:40:00,3.65,75.20,-0.32,,,
186,05/09/2025 06:50:00,3.84,75.20,-0.15,,,
187,05/09/2025 07:00:00,4.07,73.17,-0.29,,,
188,05/09/2025 07:10:00,4.20,72.71,-0.26,,,
189,05/09/2025 07:20:00,4.37,75.85,0.49,,,
190,05/09/2025 07:30:00,4.58,71.20,-0.18,,,
191,05/09/2025 07:40:00,5.13,73.83,0.86,,,
192,05/09/2025 07:50:00,5.75,72.82,1.25,,,
193,05/09/2025 08:00:00,6.73,70.71,1.80,,,
194,05/09/2025 08:10:00,7.85,66.50,2.01,,,
195,05/09/2025 08:20:00,8.71,62.55,1.96,,,
196,05/09/2025 08:30:00,9.36,60.22,2.05,,,
197,05/09/2025 08:40:00,10.04,58.16,2.20,,,
198,05/09/2025 08:50:00,10.72,53.34,1.63,,,
199,05/09/2025 09:00:00,11.31,52.91,2.07,,,
200,05/09/2025 09:10:00,11.78,52.51,2.40,,,
201,05/09/2025 09:20:00,12.26,51.14,2.46,,,
202,05/09/2025 09:30:00,12.74,46.52,1.58,,,
203,05/09/2025 09:40:00,13.18,43.18,0.94,,,
204,05/09/2025 09:50:00,12.96,44.23,1.08,,,
205,05/09/2025 10:00:00,13.31,43.77,1.25,,,
206,05/09/2025 10:10:00,13.33,44.27,1.43,,,
207,05/09/2025 10:20:00,13.54,41.09,0.59,,,
208,05/09/2025 10:30:00,13.67,40.44,0.48,,,
209,05/09/2025 10:40:00,13.59,42.42,1.07,,,
210,05/09/2025 10:50:00,14.21,39.90,0.78,,,
211,05/09/2025 11:00:00,14.09,39.46,0.52,,,
212,05/09/2025 11:10:00,14.23,41.60,1.38,,,
213,05/09/2025 11:20:00,14.62,39.45,0.99,,,
214,05/09/2025 11:30:00,14.59,38.43,0.60,,,
215,05/09/2025 11:40:00,14.88,39.35,1.19,,,
216,05/09/2025 11:50:00,15.28,37.00,0.69,,,
217,05/09/2025 12:00:00,15.00,36.32,0.19,,,
218,05/09/2025 12:10:00,15.09,35.30,-0.13,,,
219,05/09/2025 12:20:00,15.15,37.79,0.87,,,
220,05/09/2025 12:30:00,15.55,34.64,0.02,,,
221,05/09/2025 12:40:00,15.60,34.08,-0.16,,,
222,05/09/2025 12:50:00,15.25,34.86,-0.16,,,
223,05/09/2025 13:00:00,15.28,36.71,0.58,,,
224,05/09/2025 13:10:00,15.10,35.09,-0.20,,,
225,05/09/2025 13:20:00,15.24,36.62,0.51,,,
226,05/09/2025 13:30:00,15.04,35.11,-0.24,,,
227,05/09/2025 13:40:00,14.94,36.35,0.14,,,
228,05/09/2025 13:50:00,14.58,36.42,-0.14,,,
229,05/09/2025 14:00:00,14.55,36.37,-0.19,,,
230,05/09/2025 14:10:00,14.55,36.01,-0.33,,,
231,05/09/2025 14:20:00,14.48,35.23,-0.70,,,
232,05/09/2025 14:30:00,14.64,35.78,-0.34,,,
233,05/09/2025 14:40:00,14.66,35.94,-0.26,,,
234,05/09/2025 14:50:00,14.78,35.73,-0.24,,,
235,05/09/2025 15:00:00,14.88,35.75,-0.14,,,
236,05/09/2025 15:10:00,14.60,35.52,-0.47,,,
237,05/09/2025 15:20:00,14.69,34.00,-0.99,,,
238,05/09/2025 15:30:00,14.73,34.49,-0.76,,,
239,05/09/2025 15:40:00,14.94,33.87,-0.83,,,
240,05/09/2025 15:50:00,15.19,34.03,-0.54,,,
241,05/09/2025 16:00:00,15.54,34.26,-0.14,,,
242,05/09/2025 16:10:00,15.54,33.86,-0.30,,,
243,05/09/2025 16:20:00,15.24,33.79,-0.60,,,
244,05/09/2025 16:30:00,15.14,35.56,0.02,,,
245,05/09/2025 16:40:00,15.16,35.27,-0.07,,,
246,05/09/2025 16:50:00,15.13,34.92,-0.24,,,
247,05/09/2025 17:00:00,15.42,35.71,0.32,,,
248,05/09/2025 17:10:00,15.11,35.28,-0.12,,,
249,05/09/2025 17:20:00,14.73,36.69,0.09,,,
250,05/09/2025 17:30:00,14.51,38.91,0.70,,,
251,05/09/2025 17:40:00,14.38,36.11,-0.45,,,
252,05/09/2025 17:50:00,14.37,36.42,-0.34,,,
253,05/09/2025 18:00:00,14.26,36.66,-0.34,,,
254,05/09/2025 18:10:00,14.15,36.18,-0.62,,,
255,05/09/2025 18:20:00,14.05,36.66,-0.53,,,
256,05/09/2025 18:30:00,13.97,36.46,-0.67,,,
257,05/09/2025 18:40:00,13.90,35.57,-1.08,,,
258,05/09/2025 18:50:00,13.77,36.36,-0.89,,,
259,05/09/2025 19:00:00,13.68,37.50,-0.55,,,
260,05/09/2025 19:10:00,13.60,38.02,-0.44,,,
261,05/09/2025 19:20:00,13.43,38.71,-0.34,,,
262,05/09/2025 19:30:00,13.33,38.47,-0.51,,,
263,05/09/2025 19:40:00,13.21,39.67,-0.20,,,
264,05/09/2025 19:50:00,12.94,39.96,-0.34,,,
265,05/09/2025 20:00:00,12.67,41.02,-0.22,,,
266,05/09/2025 20:10:00,12.31,42.14,-0.18,,,
267,05/09/2025 20:20:00,11.77,47.03,0.85,,,
268,05/09/2025 20:30:00,11.18,48.61,0.77,,,
269,05/09/2025 20:40:00,10.59,51.38,0.99,,,
270,05/09/2025 20:50:00,10.13,54.10,1.28,,,
271,05/09/2025 21:00:00,9.68,53.74,0.77,,,
272,05/09/2025 21:10:00,9.25,54.74,0.62,,,
273,05/09/2025 21:20:00,8.83,56.23,0.60,,,
274,05/09/2025 21:30:00,8.48,56.73,0.39,,,
275,05/09/2025 21:40:00,8.33,57.21,0.37,,,
276,05/09/2025 21:50:00,8.15,57.86,0.36,,,
277,05/09/2025 22:00:00,8.03,59.30,0.59,,,
278,05/09/2025 22:10:00,7.83,57.21,-0.10,,,
279,05/09/2025 22:20:00,7.75,59.20,0.30,,,
280,05/09/2025 22:30:00,7.73,57.13,-0.21,,,
281,05/09/2025 22:40:00,7.65,59.91,0.37,,,
282,05/09/2025 22:50:00,7.54,58.49,-0.07,,,
283,05/09/2025 23:00:00,7.55,59.94,0.28,,,
284,05/09/2025 23:10:00,7.53,60.01,0.27,,,
285,05/09/2025 23:20:00,7.47,59.30,0.06,,,
286,05/09/2025 23:30:00,7.43,60.10,0.20,,,
287,05/09/2025 23:40:00,7.50,59.83,0.21,,,
288,05/09/2025 23:50:00,7.54,59.47,0.16,,,
289,05/10/2025 00:00:00,7.59,59.04,0.11,,,
290,05/10/2025 00:10:00,7.47,59.47,0.10,,,
291,05/10/2025 00:20:00,7.34,61.58,0.46,,,
292,05/10/2025 00:30:00,7.04,62.87,0.46,,,
293,05/10/2025 00:40:00,6.61,62.25,-0.08,,,
294,05/10/2025 00:50:00,6.25,63.12,-0.24,,,
295,05/10/2025 01:00:00,5.94,64.49,-0.24,,,
296,05/10/2025 01:10:00,5.54,63.65,-0.80,,,
297,05/10/2025 01:20:00,5.32,65.66,-0.58,,,
298,05/10/2025 01:30:00,5.23,66.65,-0.46,,,
299,05/10/2025 01:40:00,5.40,66.92,-0.24,,,
300,05/10/2025 01:50:00,5.35,66.73,-0.33,,,
301,05/10/2025 02:00:00,5.43,66.12,-0.38,,,
302,05/10/2025 02:10:00,5.37,66.75,-0.31,,,
303,05/10/2025 02:20:00,5.09,66.77,-0.57,,,
304,05/10/2025 02:30:00,5.00,66.85,-0.65,,,
305,05/10/2025 02:40:00,5.08,66.71,-0.59,,,
306,05/10/2025 02:50:00,5.10,65.17,-0.89,,,
307,05/10/2025 03:00:00,5.16,66.83,-0.50,,,
308,05/10/2025 03:10:00,5.19,66.28,-0.58,,,
309,05/10/2025 03:20:00,5.06,66.98,-0.56,,,
310,05/10/2025 03:30:00,4.91,67.40,-0.62,,,
311,05/10/2025 03:40:00,4.84,68.01,-0.55,,,
312,05/10/2025 03:50:00,4.81,68.07,-0.57,,,
313,05/10/2025 04:00:00,4.82,68.89,-0.40,,,
314,05/10/2025 04:10:00,4.77,68.56,-0.52,,,
315,05/10/2025 04:20:00,4.67,70.19,-0.29,,,
316,05/10/2025 04:30:00,4.54,67.38,-0.97,,,
317,05/10/2025 04:40:00,4.50,68.35,-0.81,,,
318,05/10/2025 04:50:00,4.61,67.43,-0.90,,,
319,05/10/2025 05:00:00,4.78,67.06,-0.81,,,
320,05/10/2025 05:10:00,4.82,67.79,-0.62,,,
321,05/10/2025 05:20:00,4.90,67.05,-0.70,,,
322,05/10/2025 05:30:00,5.02,66.88,-0.62,,,
323,05/10/2025 05:40:00,5.06,66.08,-0.74,,,
324,05/10/2025 05:50:00,5.08,66.33,-0.67,,,
325,05/10/2025 06:00:00,5.23,67.11,-0.37,,,
326,05/10/2025 06:10:00,5.32,66.67,-0.38,,,
327,05/10/2025 06:20:00,5.39,66.84,-0.27,,,
328,05/10/2025 06:30:00,5.52,67.26,-0.06,,,
329,05/10/2025 06:40:00,5.70,68.11,0.29,,,
330,05/10/2025 06:50:00,6.09,66.79,0.39,,,
331,05/10/2025 07:00:00,6.39,65.78,0.46,,,
332,05/10/2025 07:10:00,6.82,65.86,0.89,,,
333,05/10/2025 07:20:00,7.27,65.42,1.22,,,
334,05/10/2025 07:30:00,7.65,63.79,1.24,,,
335,05/10/2025 07:40:00,8.15,60.33,0.93,,,
336,05/10/2025 07:50:00,8.95,58.64,1.30,,,
337,05/10/2025 08:00:00,10.13,55.18,1.55,,,
338,05/10/2025 08:10:00,11.08,52.22,1.66,,,
339,05/10/2025 08:20:00,11.79,50.38,1.83,,,
340,05/10/2025 08:30:00,12.38,47.39,1.52,,,
341,05/10/2025 08:40:00,12.95,47.04,1.93,,,
342,05/10/2025 08:50:00,13.56,45.89,2.14,,,
343,05/10/2025 09:00:00,13.67,46.26,2.36,,,
344,05/10/2025 09:10:00,14.05,48.07,3.24,,,
345,05/10/2025 09:20:00,14.67,45.20,2.94,,,
346,05/10/2025 09:30:00,15.10,44.42,3.08,,,
347,05/10/2025 09:40:00,15.49,41.33,2.43,,,
348,05/10/2025 09:50:00,15.71,39.11,1.85,,,
349,05/10/2025 10:00:00,15.86,39.19,2.01,,,
350,05/10/2025 10:10:00,16.08,37.82,1.71,,,
351,05/10/2025 10:20:00,16.41,36.09,1.35,,,
352,05/10/2025 10:30:00,16.73,34.70,1.08,,,
353,05/10/2025 10:40:00,17.41,33.92,1.37,,,
354,05/10/2025 10:50:00,17.61,33.99,1.57,,,
355,05/10/2025 11:00:00,17.67,34.24,1.73,,,
356,05/10/2025 11:10:00,17.92,34.65,2.11,,,
357,05/10/2025 11:20:00,18.06,34.43,2.15,,,
358,05/10/2025 11:30:00,17.84,33.33,1.51,,,
359,05/10/2025 11:40:00,18.11,33.74,1.91,,,
360,05/10/2025 11:50:00,18.29,32.84,1.69,,,
361,05/10/2025 12:00:00,18.18,33.33,1.80,,,
362,05/10/2025 12:10:00,18.17,34.03,2.08,,,
363,05/10/2025 12:20:00,18.05,34.55,2.19,,,
364,05/10/2025 12:30:00,18.62,34.51,2.67,,,
365,05/10/2025 12:40:00,18.70,33.17,2.19,,,
366,05/10/2025 12:50:00,18.48,34.48,2.54,,,
367,05/10/2025 13:00:00,19.07,33.24,2.54,,,
368,05/10/2025 13:10:00,19.03,32.65,2.26,,,
369,05/10/2025 13:20:00,18.79,34.14,2.67,,,
370,05/10/2025 13:30:00,18.76,32.82,2.09,,,
371,05/10/2025 13:40:00,18.63,33.34,2.19,,,
372,05/10/2025 13:50:00,18.51,36.06,3.20,,,
373,05/10/2025 14:00:00,18.28,34.13,2.22,,,
374,05/10/2025 14:10:00,18.18,35.03,2.50,,,
375,05/10/2025 14:20:00,18.19,34.68,2.36,,,
376,05/10/2025 14:30:00,17.80,34.79,2.07,,,
377,05/10/2025 14:40:00,17.76,36.70,2.78,,,
378,05/10/2025 14:50:00,17.78,36.53,2.73,,,
379,05/10/2025 15:00:00,18.02,36.21,2.82,,,
380,05/10/2025 15:10:00,18.10,36.43,2.98,,,
381,05/10/2025 15:20:00,18.00,37.19,3.19,,,
382,05/10/2025 15:30:00,18.23,36.31,3.05,,,
383,05/10/2025 15:40:00,18.39,37.17,3.52,,,
384,05/10/2025 15:50:00,18.68,37.41,3.87,,,
385,05/10/2025 16:00:00,19.03,36.14,3.69,,,
386,05/10/2025 16:10:00,19.39,35.28,3.66,,,
387,05/10/2025 16:20:00,19.12,35.25,3.41,,,
388,05/10/2025 16:30:00,18.99,37.28,4.10,,,
389,05/10/2025 16:40:00,19.01,35.99,3.61,,,
390,05/10/2025 16:50:00,18.59,36.87,3.59,,,
391,05/10/2025 17:00:00,18.28,37.00,3.36,,,
392,05/10/2025 17:10:00,18.21,38.38,3.81,,,
393,05/10/2025 17:20:00,18.20,37.58,3.50,,,
394,05/10/2025 17:30:00,18.07,37.26,3.27,,,
395,05/10/2025 17:40:00,17.76,38.91,3.61,,,
396,05/10/2025 17:50:00,17.67,38.49,3.37,,,
397,05/10/2025 18:00:00,17.56,39.28,3.57,,,
398,05/10/2025 18:10:00,17.54,39.72,3.71,,,
399,05/10/2025 18:20:00,17.45,39.05,3.38,,,
400,05/10/2025 18:30:00,17.28,39.82,3.50,,,
401,05/10/2025 18:40:00,17.21,42.35,4.32,,,
402,05/10/2025 18:50:00,17.04,43.47,4.54,,,
403,05/10/2025 19:00:00,16.82,44.20,4.58,,,
404,05/10/2025 19:10:00,16.57,45.24,4.68,,,
405,05/10/2025 19:20:00,16.41,45.32,4.56,,,
406,05/10/2025 19:30:00,16.17,47.35,4.97,,,
407,05/10/2025 19:40:00,15.98,48.33,5.09,,,
408,05/10/2025 19:50:00,15.72,49.40,5.17,,,
409,05/10/2025 20:00:00,15.45,50.62,5.27,,,
410,05/10/2025 20:10:00,15.08,51.00,5.03,,,
411,05/10/2025 20:20:00,14.77,51.99,5.02,,,
412,05/10/2025 20:30:00,14.37,53.03,4.94,,,
413,05/10/2025 20:40:00,13.85,54.79,4.92,,,
414,05/10/2025 20:50:00,13.31,57.62,5.14,,,
415,05/10/2025 21:00:00,12.77,59.15,5.01,,,
416,05/10/2025 21:10:00,12.30,59.33,4.61,,,
417,05/10/2025 21:20:00,11.89,59.49,4.27,,,
418,05/10/2025 21:30:00,11.59,59.81,4.06,,,
419,05/10/2025 21:40:00,11.38,60.85,4.10,,,
420,05/10/2025 21:50:00,11.22,61.96,4.21,,,
421,05/10/2025 22:00:00,11.01,62.41,4.12,,,
422,05/10/2025 22:10:00,10.83,63.06,4.09,,,
423,05/10/2025 22:20:00,10.72,63.07,3.99,,,
424,05/10/2025 22:30:00,10.59,64.11,4.10,,,
425,05/10/2025 22:40:00,10.44,64.86,4.13,,,
426,05/10/2025 22:50:00,10.56,65.16,4.31,,,
427,05/10/2025 23:00:00,10.86,64.66,4.48,,,
428,05/10/2025 23:10:00,11.00,65.02,4.69,,,
429,05/10/2025 23:20:00,11.00,65.47,4.79,,,
430,05/10/2025 23:30:00,10.80,66.12,4.74,,,
431,05/10/2025 23:40:00,10.67,67.59,4.93,,,
432,05/10/2025 23:50:00,10.70,67.91,5.03,,,
433,05/11/2025 00:00:00,10.70,68.18,5.09,,,
434,05/11/2025 00:10:00,10.51,68.93,5.06,,,
435,05/11/2025 00:20:00,10.19,70.06,4.98,,,
436,05/11/2025 00:30:00,9.91,70.69,4.84,,,
437,05/11/2025 00:40:00,9.55,72.22,4.81,,,
438,05/11/2025 00:50:00,9.26,73.44,4.77,,,
439,05/11/2025 01:00:00,8.98,74.94,4.79,,,
440,05/11/2025 01:10:00,8.74,76.40,4.83,,,
441,05/11/2025 01:20:00,8.59,77.67,4.92,,,
442,05/11/2025 01:30:00,8.53,78.42,5.00,,,
443,05/11/2025 01:40:00,8.48,78.37,4.94,,,
444,05/11/2025 01:50:00,8.35,78.65,4.87,,,
445,05/11/2025 02:00:00,8.44,79.10,5.03,,,
446,05/11/2025 02:10:00,8.36,79.61,5.05,,,
447,05/11/2025 02:20:00,8.24,80.14,5.03,,,
448,05/11/2025 02:30:00,8.06,81.02,5.01,,,
449,05/11/2025 02:40:00,8.03,81.04,4.98,,,
450,05/11/2025 02:50:00,8.20,81.60,5.25,,,
451,05/11/2025 03:00:00,8.24,81.91,5.35,,,
452,05/11/2025 03:10:00,8.28,80.79,5.18,,,
453,05/11/2025 03:20:00,8.21,81.93,5.32,,,
454,05/11/2025 03:30:00,8.27,82.11,5.40,,,
